time,id,user_id,parent_id,root_id,reply_count,rt_count,like_count,text,topic,is_cont
2021-03-11T19:51:37.000Z,1370100114677661697,38647512,-1,1370100114677661697,2,1,14,The final election manifesto of the party will be released jointly with its alliance partners Congress and Indian Secular Front. https://t.co/rXbuvs7uzp,Bengal Election,1
2021-03-11T18:50:00.000Z,1370084608591597568,36327407,-1,1370084608591597568,5,3,28,"'Laughable': Congress' @adhirrcinc on claims that Mamata was alone at the time of Nandigram attack

https://t.co/EwPoV3HFFi

#WestBengalElections https://t.co/6kNKtCTkfx",Bengal Election,1
2021-03-11T18:41:30.000Z,1370082469517488128,1066972567943053312,-1,1370082469517488128,0,0,1,Calcutta HC reprieve for TMC candidate whose nomination was rejected https://t.co/Z0FCWTlu2W,Bengal Election,1
2021-03-11T18:26:51.000Z,1370078782946705411,36327407,-1,1370078782946705411,8,6,20,"Doctors in Kolkata said CM @MamataOfficial suffered severe “bony injuries” in her left ankle and foot, besides injuries in right shoulder, forearm and neck.

(reports @joydeepthakur) 
 
https://t.co/tSRwhKFfnp",Bengal Election,1
2021-03-11T18:21:03.000Z,1370077322741575681,42043572,-1,1370077322741575681,5,3,12,Our team 18 #banglarkurukshetra @News18Bengali ... our election special .. our coverage of bengal polls .. https://t.co/3kHtkOfAD1,Bengal Election,1
2021-03-11T17:19:58.000Z,1370061952664305665,1056850669,-1,1370061952664305665,2,8,42,"EC responds to Trinamool Congress’ memorandum wherein the issue of attack on West Bengal CM #MamataBanerjee was raised by party

Commission says it is unfortunate that it is full of insinuations and averments which questions basis of creation &amp; functioning of Election Commission. https://t.co/3JhgKJMFky",Bengal Election,1
2021-03-11T17:15:00.000Z,1370060700924579843,39743812,-1,1370060700924579843,6,17,66,"JNU Students Union president Aishe Ghosh, who shot into the limelight during the protests against the 2020 fee hike, will be contesting the West Bengal assembly election on a CPM ticket from Jamuria
https://t.co/pS2CWCOvbY",Bengal Election,1
2021-03-11T17:02:26.000Z,1370057539287576578,39743812,-1,1370057539287576578,1,6,30,"#MamataBanerjee has declared that her net worth is Rs 16.72 lakh. Banerjee, who is contesting the Nandigram constituency, doesn't own any vehicle or property, according to her self-sworn affidavit filed before the Election Commission.
https://t.co/zZtoIreR13",Bengal Election,1
2021-03-11T17:00:00.000Z,1370056928534007809,1205044900951027714,-1,1370056928534007809,0,0,1,"Industries leaving #WestBengal has become a huge #Election issue. Will things improve if there’s a new ruling party? A change in attitude is unlikely, because 80% of the BJP are leaders from the ruling TMC, says an analyst.
@MahuaMoitra @MenonArvindBJP  
https://t.co/jEK2UtzDcl",Bengal Election,1
2021-03-11T16:54:59.000Z,1370055664165298176,33915298,-1,1370055664165298176,5,7,78,"What Is Going On In West Bengal?

@SambitP says, ""A politician will not fake it like this when the election campaign is picking up. She was hurt and injured. What happened there is a matter of investigation but the kind of language being used is very disturbing to me."" https://t.co/KE5Hl1Gsi2",Bengal Election,1
2021-03-11T16:47:17.000Z,1370053727634157569,6509832,-1,1370053727634157569,2,0,16,"No Connection Between Bengal DGP's Removal And Nandigram Incident, Says EC on TMC's Allegations

https://t.co/gam9Ch2Nq9",Bengal Election,1
2021-03-11T16:40:51.000Z,1370052109840748544,34245009,-1,1370052109840748544,1,0,20,"Full of insinuations, averments: Election Commission responds to TMC's letter on Mamata's Nandigram injury 
#WestBengalElections2021 #Nandigram 
https://t.co/nDVJz5ExM8",Bengal Election,1
2021-03-11T16:33:03.000Z,1370050144733818881,39240673,-1,1370050144733818881,3,2,34,"#ElectionCommission Lambasts TMC On Memorandum Over #MamataBanerjee's Injuries, Says 'Undignified' To Even Respond

Details: https://t.co/e1ijxVfezb https://t.co/rAt6Lkuqdg",Bengal Election,1
2021-03-11T16:05:10.000Z,1370043125897560076,36327407,-1,1370043125897560076,3,0,12,"West Bengal CM @MamataOfficial is responding well to the treatment and her improvement is well evident, doctor said.

#WestBengalElections2021 

https://t.co/KghuGdZfxz",Bengal Election,1
2021-03-11T15:55:14.000Z,1370040627279261696,1066972567943053312,-1,1370040627279261696,0,1,0,Mamata still has symptoms related to bony injuries; responding well to treatment: Doctor https://t.co/iT3PAiyN3h,Bengal Election,1
2021-03-11T15:46:27.000Z,1370038417757769738,19897138,-1,1370038417757769738,12,14,43,"EC slammed the #TMC and said its letter is ""full of insinuations and averments"" and ""undermines the very foundations of the Constitution"".
#WestBengal #WestBengalElections 

https://t.co/UmYjT2yg2U",Bengal Election,1
2021-03-11T15:45:00.000Z,1370038051678867458,896740409346371584,-1,1370038051678867458,0,1,2,A delegation of #TMC leaders will meet the Election Commissioner in New Delhi on Friday over the alleged attack on West Bengal Chief Minister #MamataBanerjee in #Nandigram. https://t.co/8TaIplja6w,Bengal Election,1
2021-03-11T15:32:36.000Z,1370034930198048768,284920800,-1,1370034930198048768,0,0,0,"The ECI called the TMC’s memorandum linking the shunting of West Bengal DGP Virendra with yesterday’s Nandigram incident where Mamata Banerjee sustained injuries as ‘completely incorrect’.

https://t.co/6diUx3GY1A",Bengal Election,1
2021-03-11T15:28:14.000Z,1370033835056848897,6509832,-1,1370033835056848897,1,2,4,"Election Commission of India responds to TMC's letter over the Nandigram incident in which West Bengal CM Mamata Banerjee was injured. ECI says, ""It's unfortunate that it is full of insinuations &amp; averments"".

@maryashakil with details

Watch #TheRightStand with @AnchorAnandN https://t.co/iKd1ZZKNvt",Bengal Election,1
2021-03-11T15:26:11.000Z,1370033317223882755,346406417,-1,1370033317223882755,1,1,8,"Election Commission of #India responds to TMC's letter over the Nandigram incident in which West Bengal CM #MamataBanerjee was injured yesterday. ECI says, ""It's unfortunate that it is full of insinuations &amp; averments"".
#WestBengalElections2021 #TV9News",Bengal Election,1
2021-03-11T15:17:54.000Z,1370031231924985856,39240673,-1,1370031231924985856,6,1,33,"ABP Opinion Poll: Who Benefits From Mamata's Nandigram Injury, TMC Or BJP? Here's What People Think.

#ABPOpinionPoll #WestBengal #MamataBanerjee
https://t.co/yhno4LZIj1",Bengal Election,1
2021-03-11T15:15:00.000Z,1370030502124523522,231692806,-1,1370030502124523522,0,0,0,"#WestBengalElection2021 | EC responds to TMC's letter over Nandigram incident, says 'it's full of insinuations' 

#ElectionsWithJagran #MamataBanerjee 

https://t.co/uhl0wQ2cX0",Bengal Election,1
2021-03-11T15:14:35.000Z,1370030397250179078,38647512,-1,1370030397250179078,1,9,28,"EC responds to TMC letter on Nandigram incident, calls it ""full of insinuations""

Follow LIVE Updates here: https://t.co/8XRMBUVtUC",Bengal Election,1
2021-03-11T15:07:48.000Z,1370028690231361543,772693965627797504,-1,1370028690231361543,1,2,5,"Election Commission of India responds to TMC's letter over the Nandigram incident in which West Bengal CM Mamata Banerjee was injured yesterday. ECI says, ""
#WestBengalElection2021",Bengal Election,1
2021-03-11T15:07:35.000Z,1370028637710290944,2262532860,-1,1370028637710290944,1,0,0,"Election Commission of India responds to TMC's letter over the #Nandigram incident in which West Bengal CM #MamataBanerjee was injured yesterday. ECI says, ""It's unfortunate that it is full of insinuations &amp; averments"".

- ANI reports https://t.co/9IxXeOk2o9",Bengal Election,1
