time,id,user_id,parent_id,root_id,reply_count,rt_count,like_count,text,topic,is_cont
2021-03-07T15:55:27.000Z,1368591131890638851,1428034788,-1,1368591131890638851,1,4,13,"No #NBAAllStar game for me. I can’t see how #AtlantaHawks fans can watch after the league dissed the team on national broadcasts, &amp; the #Allstar roster. They always find a way to include a home player, except this year when they went out of the way to exclude one. #TrueToAtlanta",%23NBAAllStar,0
2021-03-07T15:55:14.000Z,1368591076529995776,42562446,-1,1368591076529995776,853,8922,75291,It’s been a minute!! Game day baby 🙌🏽 #NBAAllStar https://t.co/xdKv9b8LWS,%23NBAAllStar,0
2021-03-07T15:46:31.000Z,1368588884548935681,1428034788,-1,1368588884548935681,0,0,1,The dude is an #NBAAllStar organist even when the city doesn’t host. He always keeps @StateFarmArena rocking! #TrueToAtlanta https://t.co/SE26AMrtyF,%23NBAAllStar,0
2021-03-07T15:45:48.000Z,1368588702503600131,187649890,-1,1368588702503600131,0,0,0,"#NBAAllStar showdown between Team LeBron James and Team Kevin Durant 🏀💫

LBJ's squad favoured @BodogCA because the king is all about winning these days 👑

https://t.co/r9S8Ajz8Yq

Drop a GIF showing your winner! 

#NBATwitter l #NBA l #LeBronJames l #KevinDurant https://t.co/DRcjLC7jgC",%23NBAAllStar,0
2021-03-07T15:45:00.000Z,1368588500027596801,789429338,-1,1368588500027596801,0,1,9,#NBAAllStar in One Night coming up in a few hours🤩 Check out the Schedule of Events here📅 https://t.co/3y8mDEgjj5,%23NBAAllStar,0
2021-03-07T15:41:00.000Z,1368587493528985604,18371803,-1,1368587493528985604,21,597,2207,RT if these jerseys from the 1996 #NBAAllStar in San Antonio are your favorite 🤩 https://t.co/brL1UnLeCe,%23NBAAllStar,0
2021-03-07T15:40:00.000Z,1368587241803706368,19923144,-1,1368587241803706368,13,80,389,"Dear #TeamDurant…
 
Students from @UNCF speak to the rich traditions, vibrant campus culture, and legacy of service in the community at Historically Black Colleges and Universities, and share their appreciation for the NBA’s collective support during #NBAAllStar 2021. https://t.co/4umFnjgRI1",%23NBAAllStar,0
2021-03-07T15:39:17.000Z,1368587064002949125,116900697,-1,1368587064002949125,3,49,140,It may be #NBAAllStar in Atlanta but it is also ground zero in the fight for our voting rights. The NBPA has partnered with @MoreThanAVote to speak out against the flood of voter suppression bills in Georgia and across the nation. https://t.co/GwCW8iRH8O,%23NBAAllStar,0
2021-03-07T15:34:30.000Z,1368585858526244864,126500061,-1,1368585858526244864,1,1,6,Opinion: Could Joel Embiid-Rudy Gobert combination lead to Deandre Ayton becoming an #NBAAllStar? (w/video) #Suns  https://t.co/ez2uSN7QmS via @azcentral https://t.co/Dy5eOjrYi3,%23NBAAllStar,0
2021-03-07T15:32:34.000Z,1368585371924172806,262715431,-1,1368585371924172806,96,2464,11232,"Never forget. A classic All-Star Game moment 🤣 

#NBAAllStar https://t.co/d9JBzQSyh4",%23NBAAllStar,0
2021-03-07T15:30:28.000Z,1368584844096200706,151525446,-1,1368584844096200706,0,4,8,"The Early Edge is LIVE over on YouTube!

🏀 4 College Hoops Picks
🏀 3 #NBAAllStar Wagers
🏎 2 Racin' Matchups
🏒 1 NHL Dog

WATCH: https://t.co/x2r0ZV11yy https://t.co/DVbjdOfuVC",%23NBAAllStar,0
2021-03-07T15:30:09.000Z,1368584766027673602,28398277,-1,1368584766027673602,0,1,2,"SiriusXM NBA Radio is giving you a front-row seat to all of the 2021 #NBAAllStar  Weekend action with live coverage of the Skills Challenge, Three-Point Contest, Slam-Dunk Contest, and 70th annual NBA All-Star Game in Atlanta. Listen online and on the app.
https://t.co/VwiIkJZTSQ",%23NBAAllStar,0
