time,id,user_id,parent_id,root_id,reply_count,rt_count,like_count,text,topic,is_cont
2021-03-08T23:57:42.000Z,1369074883141922816,24792733,-1,1369074883141922816,8,4,92,"Can't stop thinking about the discussions over Archie's skin color revealed yesterday. As a woman of color &amp; mom of 2 biracial kids, the thought of their potential skin colors being discussed while I was pregnant would've knocked the wind out of me. #OprahMeghanHarry",%23OprahMeghanHarry,1
2021-03-08T23:56:39.000Z,1369074615583051777,95209789,-1,1369074615583051777,1,0,1,"John Kerry comments on #OprahMeghanHarry and Charles
ht @SamMcAlister1 https://t.co/0EX2vsD5u2",%23OprahMeghanHarry,1
2021-03-08T23:55:00.000Z,1369074200888020995,16887175,-1,1369074200888020995,6,3,8,"Harry and Meghan claim Queen cancelled visit in unaired clips from Oprah chat 

#HarryMeghanOprah #OprahMeghanHarry

https://t.co/qPgWludVdJ https://t.co/cwnnGvE2xl",%23OprahMeghanHarry,1
2021-03-08T23:48:02.000Z,1369072446872068099,205242337,-1,1369072446872068099,43,17,198,"Yes, and that would be the same British media we now learn the Royal Family has quiet, cosy get-togethers with to keep them sweet.

What an utterly sick, co-dependent relationship that one is.

No wonder Meghan and Harry fled to the US.

#OprahMeghanHarry #MeghanAndHarry #Oprah https://t.co/nAiJkb2psi",%23OprahMeghanHarry,1
2021-03-08T23:45:04.000Z,1369071703058509825,274479870,-1,1369071703058509825,24,344,951,"Feel like this story has been lost in the recent media discussions about the royal family - reminder that the whole institution is deeply problematic 
#oprahmeghanharry 
Revealed: Queen lobbied for change in law to hide her private wealth https://t.co/CobM8Xby8z",%23OprahMeghanHarry,1
2021-03-08T23:42:20.000Z,1369071014311759874,51271144,-1,1369071014311759874,0,0,2,"TV Ratings March 8: Meghan and Harry interview gives 10 record night

Read More: https://t.co/GQ1qyTKBUf

#AusMedia #AusNews #AusTV #TVRatings #OprahMeghanHarry https://t.co/S4afLsz1rU",%23OprahMeghanHarry,1
2021-03-08T23:42:06.000Z,1369070955767693312,87960204,-1,1369070955767693312,0,0,3,"Lesson learnt from #OprahMeghanHarry always be kind &amp; compassionate towards people. People are fighting battles and wars you have no idea about...
#BeKind https://t.co/svq3fJk0PD",%23OprahMeghanHarry,1
2021-03-08T23:41:53.000Z,1369070899186475008,368923228,-1,1369070899186475008,0,0,1,"The morning after.

#OprahMeghanHarry #MeghanAndHarry https://t.co/ywItZAwwso",%23OprahMeghanHarry,1
2021-03-08T23:38:59.000Z,1369070170900078594,560094127,-1,1369070170900078594,0,0,0,"The Royal Family, are indeed the Royal Family's worst enemy #OprahMeghanHarry",%23OprahMeghanHarry,1
2021-03-08T23:38:50.000Z,1369070133277323270,226672378,-1,1369070133277323270,1,0,3,I’m really glad Meghan and Harry are in a better place now and are as happy as they’re projecting. I can’t imagine the anger Harry must have felt when asked questions about the colour of his future children and the impact that had on his relationships. #OprahMeghanHarry,%23OprahMeghanHarry,1
2021-03-08T23:37:26.000Z,1369069781958197249,27013347,-1,1369069781958197249,13,17,314,"I didn't watch the #OprahMeghanHarry interview and have limited interest in the monarchy. What I've noticed, however, is a fashion on the right to mock #MeghanMarkle and somehow dismiss her experience of racism and pain as trivial or irrelevant. Shameful!",%23OprahMeghanHarry,1
2021-03-08T23:36:42.000Z,1369069595080921102,63237253,-1,1369069595080921102,0,0,7,".@WendyOsefo I was waiting for your comments on #OprahMeghanHarry as I KNEW you would put this more eloquently than most of us ever could. 

On #InternationalWomensDay you are doing the most. Thank you. 👏🏼 https://t.co/cAW93kMmnD",%23OprahMeghanHarry,1
2021-03-08T23:36:28.000Z,1369069536461299715,17446621,-1,1369069536461299715,8,26,223,"Serena Williams is defending her ""selfless friend"" Meghan Markle following her much-talked about #OprahMeghanHarry interview. #THRNews https://t.co/ZCEJah2Lne",%23OprahMeghanHarry,1
2021-03-08T23:35:00.000Z,1369069167651909635,16887175,-1,1369069167651909635,6,2,20,"Prince Harry says son Archie's favourite words are 'drive safe' and 'hydrate' 

https://t.co/4r6wBq9oRs

#HarryMeghanOprah #OprahMeghanHarry https://t.co/6p1Fu2PiAO",%23OprahMeghanHarry,1
2021-03-08T23:35:00.000Z,1369069167492562948,16887175,-1,1369069167492562948,4,0,5,"Meghan &amp; Harry's chat was one of biggest US TV events in a year with 17m viewers 

#HarryMeghanOprah #OprahMeghanHarry

https://t.co/ghdWxbVrDk https://t.co/sfSeNbbOby",%23OprahMeghanHarry,1
2021-03-08T23:35:00.000Z,1369069167379365895,16887175,-1,1369069167379365895,1,1,4,"Royals 'will be forced to address' claims of concerns over Archie's skin colour 

#HarryMeghanOprah #OprahMeghanHarry

https://t.co/p6USkkY8YI https://t.co/AQlwyMNqjq",%23OprahMeghanHarry,1
2021-03-08T23:33:24.000Z,1369068764109635591,51537420,-1,1369068764109635591,0,0,22,"There is so much to unpack. 

Biggest learning point: respectability politics is a scam. You can commit your entire life to public service and still receive awful racist treatment. #OprahMeghanHarry",%23OprahMeghanHarry,1
2021-03-08T23:27:59.000Z,1369067401099284483,18363160,-1,1369067401099284483,1,0,0,I wonder how much @Oprah will auction those eggs for? #charity #OprahMeghanHarry,%23OprahMeghanHarry,1
2021-03-08T23:26:25.000Z,1369067009548431361,95721440,-1,1369067009548431361,43,21,466,"Astonishing day. 
Twitter finally discovered there was a channel, ordinarily watched by millions of others, called @ITV 
#OprahMeghanHarry",%23OprahMeghanHarry,1
2021-03-08T23:25:53.000Z,1369066872902201346,18363160,-1,1369066872902201346,1,0,3,I love how Oprah takes a free 6 pack of eggs #OprahMeghanHarry,%23OprahMeghanHarry,1
2021-03-08T23:25:22.000Z,1369066746049687559,87960204,-1,1369066746049687559,1,1,11,"Harry &amp; Megan will continue to THRIVE 
#OprahMeghanHarry https://t.co/xHhwKGD7OC",%23OprahMeghanHarry,1
2021-03-08T23:25:00.000Z,1369066650897588226,16887175,-1,1369066650897588226,4,7,19,"Queen's kind gestures to Meghan from breakfast and gifts to sharing a blanket 

#HarryMeghanOprah #OprahMeghanHarry 

https://t.co/WZ07GvKtkr https://t.co/COKtw0F39p",%23OprahMeghanHarry,1
2021-03-08T23:21:25.000Z,1369065749143187458,17446621,-1,1369065749143187458,7,14,85,"Meghan Markle and Prince Harry revealed their struggles during their #OprahMeghanHarry interview, including the Palace's concerns over Archie’s skin color. #THRNews https://t.co/YOqGS9mUYl",%23OprahMeghanHarry,1
2021-03-08T23:20:05.000Z,1369065412541964290,19535425,-1,1369065412541964290,0,0,0,Tremendous shithousery to try and interpret this as useful data when it’s a popularity ranking that includes literal toddlers in it #OprahMeghanHarry https://t.co/KuIzg68AtS,%23OprahMeghanHarry,1
2021-03-08T23:20:00.000Z,1369065392698576898,16887175,-1,1369065392698576898,4,0,8,"Meghan Markle cried breastfeeding Archie and regrets believing she was protected 

#HarryMeghanOprah #OprahMeghanHarry

https://t.co/imEMsldhc3 https://t.co/u6gk3C2Zhe",%23OprahMeghanHarry,1
2021-03-08T23:19:05.000Z,1369065163089993732,14449903,-1,1369065163089993732,1,0,3,I think we need a #diversity and #inclusion coach or boot camps at the #Palace. We need to reform the institution or maybe 🤔 not. Happy to volunteer. ♥️🌹#OprahMeghanHarry,%23OprahMeghanHarry,1
2021-03-08T23:17:43.000Z,1369064819350003716,2774774616,-1,1369064819350003716,0,1,2,"#OprahMeghanHarry interview quotes that stuck out to me.
“It’s nothing like what it looks like.”
“You have no idea what’s going on for someone behind closed doors. Even the people that smile the biggest smiles and shine the brightest lights, it seems.”",%23OprahMeghanHarry,1
2021-03-08T23:15:52.000Z,1369064352729432079,59293302,-1,1369064352729432079,47,40,1160,Don't know why the royal family has a HR dept but I'm bringing that up at Easter n suggesting I run ours.  #wtf #OprahMeghanHarry,%23OprahMeghanHarry,1
2021-03-08T23:15:00.000Z,1369064134361321475,16887175,-1,1369064134361321475,3,1,15,"Meghan ‘should have been given immediate evaluation’, says clinical psychologist 

#HarryMeghanOprah #OprahMeghanHarry

https://t.co/nZyz2aSKtj https://t.co/6sA8VY1xtF",%23OprahMeghanHarry,1
2021-03-08T23:14:44.000Z,1369064069316149251,45840503,-1,1369064069316149251,1,1,0,"#ITV hoping to replicate CBS’s #ratings success with #HarryandMeghan #interview
https://t.co/g9uQg9SQLG #OprahMeghanHarry #MeghanAndHarry #RoyalFamily #TVRatings #broadcasting #TV",%23OprahMeghanHarry,1
2021-03-08T23:14:33.000Z,1369064020142088198,110382767,-1,1369064020142088198,10,17,213,"I wouldn't be surprised at this stage if poor Harry and Meghan have to sell the naming rights to the new baby to pay for the security... ""Sports Direct Sussex was born at 0905 today"" #OprahMeghanHarry",%23OprahMeghanHarry,1
2021-03-08T23:10:00.000Z,1369062876049117184,16887175,-1,1369062876049117184,2,0,3,"7 bombshells from Meghan's Oprah interview - racism claims and suicidal thoughts 

#HarryMeghanOprah #OprahMeghanHarry 
#MeghanandHarryonOprah

https://t.co/DkuqnbqlAS https://t.co/2TwMKWhjmY",%23OprahMeghanHarry,1
2021-03-08T23:10:00.000Z,1369062875944218625,16887175,-1,1369062875944218625,6,1,5,"Meghan &amp; Harry's Oprah chat debunked - body language clues in bombshell chat 

#HarryMeghanOprah #OprahMeghanHarry 

https://t.co/NZwjPQFugU https://t.co/8X4MuPiUXg",%23OprahMeghanHarry,1
2021-03-08T23:10:00.000Z,1369062875893964803,16887175,-1,1369062875893964803,4,1,5,"Prince Harry vows to 'always be there for' William despite Meghan and Kate 'row' 

#HarryMeghanOprah #OprahMeghanHarry

https://t.co/vcejrrJj4O https://t.co/AMqYXbItmH",%23OprahMeghanHarry,1
2021-03-08T23:09:03.000Z,1369062637510787079,92503159,-1,1369062637510787079,2,0,12,"Colonial undertones is no surprise
Racism is no surprise either
Whether us Brits admit it or not
Harry was born in to &amp; Meghan married into a colonial institution
But that does not make their treatment acceptable 
#OprahMeghanHarry #RoyalFamily",%23OprahMeghanHarry,1
2021-03-08T23:07:00.000Z,1369062120990576642,16887175,-1,1369062120990576642,2,3,6,"Meghan's gilded Royal cage from aides listening in on calls to passport seized 

#HarryMeghanOprah #OprahMeghanHarry

https://t.co/WLisTMRACr https://t.co/vmpgiLaAhA",%23OprahMeghanHarry,1
2021-03-08T23:04:32.000Z,1369061500174893059,52752875,-1,1369061500174893059,2,1,23,I’d just like to point out that if #MeghanMarkle is strong enough to “destroy” the #monarchy we need to set Sis to work on dismantling #racism cause we been working on that institution for a minute! #OprahMeghanHarry,%23OprahMeghanHarry,1
2021-03-08T23:04:24.000Z,1369061465823535109,19782430,-1,1369061465823535109,0,1,26,What was said will make the headlines. What wasn't said was one of the loudest moments. The elongated silence after Harry was asked about his relationship with Charles. Sad. #OprahMeghanHarry,%23OprahMeghanHarry,1
2021-03-08T23:02:00.000Z,1369060863030689792,16887175,-1,1369060863030689792,6,0,7,"Archie skin colour comment didn't come from Queen, royal correspondent claims 
#OprahMeghanHarry #HarryMeghanOprah

https://t.co/RrUHDRmovq https://t.co/RhUINnTz9z",%23OprahMeghanHarry,1
2021-03-08T23:01:57.000Z,1369060852029136896,536521147,-1,1369060852029136896,2,0,12,I know everyone is wanting to hear my take on the #OprahMeghanHarry interview and I’m thankful to live in the UK where I don’t have to see prescription drug commercials.,%23OprahMeghanHarry,1
2021-03-08T23:01:00.000Z,1369060611322167300,16887175,-1,1369060611322167300,31,2,11,What did you think of Oprah's groundbreaking interview with Harry and Meghan? Tell us what you think  https://t.co/2t0Pt1WYzP #MeghanandHarryonOprah #MeghanAndHarry #OprahMeghanHarry https://t.co/4g4p0vpIwC,%23OprahMeghanHarry,1
2021-03-08T23:00:02.000Z,1369060367654125573,16887175,-1,1369060367654125573,2,4,6,"Meghan's pain exposed with intimate head shake while Harry comes close to tears 

#OprahMeghanHarry #HarryMeghanOprah

https://t.co/Ag0mfST3fj https://t.co/2OodjyQdZv",%23OprahMeghanHarry,1
2021-03-08T23:00:02.000Z,1369060367016542217,16887175,-1,1369060367016542217,3,2,4,"All we know about Meghan and Harry's second baby - name odds and more 

#HarryMeghanOprah #OprahMeghanHarry

https://t.co/JLsMhn4I4d https://t.co/XYUiEuh7nm",%23OprahMeghanHarry,1
