time,id,user_id,parent_id,root_id,reply_count,rt_count,like_count,text,topic,is_cont
2021-05-19T23:54:49.000Z,1395166082944618496,1299003862410559488,-1,1395166082944618496,0,1,5,"""WON'T HE DO IT!!!"" 👏😆🙏

Russell Westbrook, Jayson Tatum, Bradley Beal...
@MichaelSHolley predicted SOMEBODY was going to drop 50pts in the Wizards/Celtics play-in game and he wants his credit! @michaelsmith ain't having it https://t.co/lYx2e4lxWD",Tatum,0
2021-05-19T23:43:30.000Z,1395163231837069312,16221481,-1,1395163231837069312,0,0,1,UPDATE: All lanes now open on L-101 Pima EB at Tatum. https://t.co/nrLE0UbMNT,Tatum,0
2021-05-19T23:30:00.000Z,1395159837672050690,2200747771,-1,1395159837672050690,0,0,0,"☘️☘️☘️ 

Tatum showed his superstar quality with his 50-point performance https://t.co/aODtgmJxlE",Tatum,0
2021-05-19T23:27:13.000Z,1395159134471954434,17446621,-1,1395159134471954434,2,1,33,Channing Tatum Buys Tranquil Brentwood Midcentury Farmhouse https://t.co/OcfPU3SP0H,Tatum,0
2021-05-19T23:19:00.000Z,1395157069561417729,16221481,-1,1395157069561417729,0,1,1,"L-101 Pima EB: A crash is blocking the left lanes at Tatum. #phxtraffic 

Check your route before you head out with the AZ 511 and ADOT Alerts apps: https://t.co/jFo6n2LJvr https://t.co/Dq2sFThykA",Tatum,0
2021-05-19T23:18:28.000Z,1395156932072198144,379986433,-1,1395156932072198144,1,0,16,"Diving deeper into this stat... 
Tatum had three 50-point games by the age of 23 years, 76 days. Wilt didn't have his first career 50-point game until he was 23 years, 83 days old.
https://t.co/sc3pKShpVj",Tatum,0
2021-05-19T22:50:02.000Z,1395149779307581441,19490182,-1,1395149779307581441,0,135,589,Nils Tatum and Bruce Querelle jerking off together ( https://t.co/0lHakqb8IU ) https://t.co/MZGIAkYsw5,Tatum,0
2021-05-19T22:48:26.000Z,1395149374179713027,17000333,-1,1395149374179713027,0,0,9,"""He's right in between a star and a superstar.""

Here's how one NBA analyst felt about Jayson Tatum's 50-point performance, and his potential to win a league MVP in the near future. https://t.co/5Ak2kcYnNf",Tatum,0
2021-05-19T22:27:02.000Z,1395143988361957377,185529670,-1,1395143988361957377,19,15,348,Tatum’s 50-Point Performance and Best Young Cores in the Playoffs https://t.co/NUOWq9uWV3 via @ringer,Tatum,0
2021-05-19T22:17:03.000Z,1395141476087046144,17590505,-1,1395141476087046144,0,0,3,"OMF - Tatum goes off, Cetlics advance to face Nets; Bruins back in town for Game 3 vs Capitals 5-19-21 https://t.co/HICMlDcFmp",Tatum,0
2021-05-19T22:14:13.000Z,1395140766817718273,16302242,-1,1395140766817718273,132,366,3469,Jayson Tatum put the world on notice! https://t.co/rp9vHZ9cyD,Tatum,0
2021-05-19T22:04:49.000Z,1395138399707799556,851142163,-1,1395138399707799556,11,23,282,"James Harden says guarding Jayson Tatum will have to be ""a team effort"" https://t.co/NCRg1gwTb4",Tatum,0
2021-05-19T22:00:33.000Z,1395137325848530945,379986433,-1,1395137325848530945,17,41,672,"Kevin Durant and James Harden were both asked who they’re most concerned about outside of Tatum and Walker in their upcoming matchup with Boston. 

They both had the same response: Evan Fournier",Tatum,0
2021-05-19T21:55:08.000Z,1395135963903500288,14331674,-1,1395135963903500288,0,2,40,"Jayson Tatum, Celtics win play-in tournament over Wizards — The Garden Report https://t.co/V59oCI6ltF https://t.co/2bRBrfqExz",Tatum,0
2021-05-19T21:51:48.000Z,1395135125092921348,1007506423,-1,1395135125092921348,15,22,309,We all learned last night is that Jayson Tatum is a Damn SUPERSTAR!!! They at he elevated his game last night when it mattered the most was a beautiful thing to see! Real Talk https://t.co/TAxyRTniGP,Tatum,0
2021-05-19T21:51:40.000Z,1395135091219763203,48224124,-1,1395135091219763203,0,0,0,"James Harden on Jayson Tatum:

""What we can’t let happen is let a guy score 30 or 40 on us comfortably…Once we kind of slow him down, we gotta worry about the rest of the team also.” https://t.co/fcRaDBV4DS",Tatum,0
2021-05-19T21:50:09.000Z,1395134708749643776,41509142,-1,1395134708749643776,8,17,241,"Sheed is back on The Jump! Talking Celtics with @RJeff24 and @KendrickPerkins, and what we learned watching Jayson Tatum last night. https://t.co/dlLKl0sEAK",Tatum,0
2021-05-19T21:46:47.000Z,1395133860107722758,25355724,-1,1395133860107722758,2,7,23,"“What is Jayson Tatum doing to elevate his team? He’s dropping 50 in the play-in game!”

@RealJayWilliams tells @alanhahn he can’t put the Celtics struggles on Tatum this season. #KJZ #BleedGreen https://t.co/1WnBDJCUih",Tatum,0
